ID,Name,February,March,April,May,June,July,August,September,October,November,December,January,Scrape,Latitude,Longitude,isSuperHost,Amenities,Bedrooms,Bathrooms
38904250,Downtown Sweet Escape- Upscale Gulch Neighborhood,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,192.0,153.0,181.0,False,36.1519,-86.7851,True,"['Kitchen', 'Wifi', '40-inch TV with Roku', 'Washing machine – In unit', 'Dryer – In unit', 'Central air conditioning', 'Patio or balcony', 'Hair dryer', 'Fridge', 'Exterior security cameras on property']",1.0,1.5
38922737,Balcony! Park4Free! Walk to Honkytonk!,,231.0,247.0,288.0,527.0,226.0,169.0,265.0,411.0,919.0,919.0,919.0,False,36.1551,-86.7706,True,"['Courtyard view', 'City skyline view', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'HDTV with Hulu, Netflix', 'Free washer – In unit', 'Free dryer – In unit', 'Exterior security cameras on property']",2.0,1.0
38922737,Balcony! Park4Free! Walk to Honkytonk!,919.0,670.0,670.0,823.0,823.0,823.0,823.0,823.0,823.0,336.0,200.0,259.0,False,36.1551,-86.7706,True,"['Courtyard view', 'City skyline view', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'HDTV with Hulu, Netflix', 'Free washer – In unit', 'Free dryer – In unit', 'Exterior security cameras on property']",2.0,1.0
38977488,*East Nashville Haven close to ALL Things FUN*,,196.0,198.0,208.0,201.0,205.0,214.0,212.0,160.0,160.0,160.0,160.0,False,36.18167,-86.71784,False,"['Kitchen', 'Wifi', 'Free parking on premises', 'Pets allowed', 'TV', 'Free washer – In unit', 'Dryer –\xa0In unit', 'Air conditioning', 'Patio or balcony', 'Backyard']",1.0,1.0
38977488,*East Nashville Haven close to ALL Things FUN*,160.0,160.0,160.0,160.0,160.0,160.0,160.0,87.0,87.0,99.0,430.0,541.0,False,36.18167,-86.71784,False,"['Kitchen', 'Wifi', 'Free parking on premises', 'Pets allowed', 'TV', 'Free washer – In unit', 'Dryer –\xa0In unit', 'Air conditioning', 'Patio or balcony', 'Backyard']",1.0,1.0
38982576,Pink Palace ⁞ DT views ⁞ 5min 2 Broadway,,254.0,262.0,246.0,255.0,257.0,226.0,258.0,266.0,327.0,159.0,159.0,False,36.1955,-86.7769,True,"['City skyline view', 'Kitchen', 'Wifi', 'Free parking on premises', 'TV with standard cable', 'Free washer – In unit', 'Free dryer – In unit', 'Central air conditioning', 'Bathtub', 'Exterior security cameras on property']",3.0,3.5
38982576,Pink Palace ⁞ DT views ⁞ 5min 2 Broadway,159.0,159.0,159.0,159.0,159.0,159.0,159.0,159.0,159.0,259.0,268.0,254.0,False,36.1955,-86.7769,True,"['City skyline view', 'Kitchen', 'Wifi', 'Free parking on premises', 'TV with standard cable', 'Free washer – In unit', 'Free dryer – In unit', 'Central air conditioning', 'Bathtub', 'Exterior security cameras on property']",3.0,3.5
39031568,3BR Gulch Stunner|Walk to Eateries|Group-Friendly,,,,,267.0,249.0,187.0,196.0,332.0,746.0,746.0,746.0,False,36.1463,-86.7863,True,"['Kitchen', 'Fast wifi – 480 Mbps', 'Dedicated workspace', 'Free parking on premises', 'TV', 'Free washer – In unit', 'Free dryer – In unit', 'Central air conditioning', 'AC - split type ductless system', 'Private patio or balcony']",3.0,2.5
39031568,3BR Gulch Stunner|Walk to Eateries|Group-Friendly,746.0,746.0,746.0,746.0,746.0,746.0,746.0,746.0,746.0,354.0,155.0,212.0,False,36.1463,-86.7863,True,"['Kitchen', 'Fast wifi – 480 Mbps', 'Dedicated workspace', 'Free parking on premises', 'TV', 'Free washer – In unit', 'Free dryer – In unit', 'Central air conditioning', 'AC - split type ductless system', 'Private patio or balcony']",3.0,2.5
39032607,Walkable Gulch Gem: Designer 3bd Home w/ Parking,,297.0,431.0,554.0,286.0,288.0,204.0,247.0,305.0,746.0,746.0,746.0,False,36.1463,-86.7863,True,"['Kitchen', 'Fast wifi – 415 Mbps', 'Dedicated workspace', 'Free parking on premises', 'TV', 'Free washer – In unit', 'Free dryer – In unit', 'Central air conditioning', 'AC - split type ductless system', 'Private patio or balcony']",3.0,2.5
39032607,Walkable Gulch Gem: Designer 3bd Home w/ Parking,746.0,746.0,746.0,746.0,746.0,746.0,746.0,746.0,746.0,271.0,161.0,199.0,False,36.1463,-86.7863,True,"['Kitchen', 'Fast wifi – 415 Mbps', 'Dedicated workspace', 'Free parking on premises', 'TV', 'Free washer – In unit', 'Free dryer – In unit', 'Central air conditioning', 'AC - split type ductless system', 'Private patio or balcony']",3.0,2.5
39034225,Skyline Views Free Parking - 8 min walk to Gulch,,256.0,423.0,466.0,285.0,272.0,187.0,204.0,246.0,592.0,592.0,592.0,False,36.1463,-86.7863,True,"['Kitchen', 'Fast wifi – 221 Mbps', 'Dedicated workspace', 'Free parking on premises', 'TV', 'Free washer – In unit', 'Free dryer – In unit', 'Central air conditioning', 'AC – split-type ductless system', 'Private patio or balcony']",3.0,2.5
39034225,Skyline Views Free Parking - 8 min walk to Gulch,592.0,592.0,592.0,592.0,592.0,592.0,592.0,592.0,592.0,304.0,129.0,160.0,False,36.1463,-86.7863,True,"['Kitchen', 'Fast wifi – 221 Mbps', 'Dedicated workspace', 'Free parking on premises', 'TV', 'Free washer – In unit', 'Free dryer – In unit', 'Central air conditioning', 'AC – split-type ductless system', 'Private patio or balcony']",3.0,2.5
39034408,Walkable Gulch Stunner: Upscale 3bd Home + Parking,,,,,266.0,288.0,187.0,240.0,208.0,695.0,695.0,695.0,False,36.1463,-86.7863,True,"['Kitchen', 'Fast wifi – 462 Mbps', 'Dedicated workspace', 'Free parking on premises', 'TV', 'Free washer – In unit', 'Free dryer – In unit', 'Central air conditioning', 'AC - split type ductless system', 'Private patio or balcony']",3.0,2.5
39034408,Walkable Gulch Stunner: Upscale 3bd Home + Parking,695.0,695.0,695.0,695.0,695.0,695.0,695.0,695.0,695.0,325.0,162.0,136.0,False,36.1463,-86.7863,True,"['Kitchen', 'Fast wifi – 462 Mbps', 'Dedicated workspace', 'Free parking on premises', 'TV', 'Free washer – In unit', 'Free dryer – In unit', 'Central air conditioning', 'AC - split type ductless system', 'Private patio or balcony']",3.0,2.5
39036983,Stylish Industrial Retreat 2 bedroom,,,,,299.0,302.0,323.0,418.0,119.0,119.0,119.0,119.0,False,,,,,2.0,1.5
39036983,Stylish Industrial Retreat 2 bedroom,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,180.0,220.0,213.0,False,,,,,2.0,1.5
3905148,Private Entry/1895 Victorian,,,,,121.0,123.0,127.0,123.0,115.0,115.0,115.0,115.0,False,36.1735,-86.7403,True,"['Wifi', 'Free parking on premises', '55 inch HDTV with Roku', 'Air conditioning', 'Patio or balcony', 'Luggage dropoff allowed', 'Hair dryer', 'Microwave', 'Long term stays allowed']",1.0,1.0
3905148,Private Entry/1895 Victorian,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,258.0,132.0,124.0,False,36.1735,-86.7403,True,"['Wifi', 'Free parking on premises', '55 inch HDTV with Roku', 'Air conditioning', 'Patio or balcony', 'Luggage dropoff allowed', 'Hair dryer', 'Microwave', 'Long term stays allowed']",1.0,1.0
