ID,Name,February,March,April,May,June,July,August,September,October,November,December,January,Avg. Occupany %,Scrape,Latitude,Longitude,isSuperHost,Amenities,Bedrooms,Bathrooms
16593927,SOUTHTOWN + CONVENTION CENTER (WALKING DISTANCE),,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,False,29.4138,-98.4879,False,"['Kitchen', 'Wifi', 'Free parking on premises', 'TV with standard cable', 'Washer', 'Dryer', 'Air conditioning', 'Crib', 'Hair dryer', 'Refrigerator']",1.0,1.0
16593927,SOUTHTOWN + CONVENTION CENTER (WALKING DISTANCE),0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,False,29.4138,-98.4879,False,"['Kitchen', 'Wifi', 'Free parking on premises', 'TV with standard cable', 'Washer', 'Dryer', 'Air conditioning', 'Crib', 'Hair dryer', 'Refrigerator']",1.0,1.0
16625832,Beautiful home at a great location !,,,,20.0,30.0,5.0,31.0,30.0,31.0,25.0,31.0,31.0,74,False,29.54461,-98.51946,False,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'TV with standard cable', 'Washer', 'Dryer', 'Air conditioning', 'Bathtub', 'Exterior security cameras on property']",3.0,2.0
16625832,Beautiful home at a great location !,29.0,31.0,26.0,0.0,3.0,31.0,17.0,0.0,25.0,30.0,31.0,15.0,84,False,29.54461,-98.51946,False,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'TV with standard cable', 'Washer', 'Dryer', 'Air conditioning', 'Bathtub', 'Exterior security cameras on property']",3.0,2.0
16709768,Lovely 2 bd condo w/ 1 parking spot. Pet friendly,,,,,,,,,,,0.0,28.0,29,False,29.47769,-98.54447,True,"['Kitchen', 'Fast wifi – 400 Mbps', 'Free parking on premises', 'Pets allowed', '65 inch HDTV with Amazon Prime Video, Disney+, HBO Max, Hulu, Netflix, premium cable', 'Free washer – In unit', 'Free dryer – In unit', 'Air conditioning', 'Exterior security cameras on property', 'Carbon monoxide alarm']",2.0,1.0
16709768,Lovely 2 bd condo w/ 1 parking spot. Pet friendly,12.0,2.0,30.0,31.0,30.0,31.0,31.0,30.0,31.0,30.0,31.0,7.0,56,False,29.47769,-98.54447,True,"['Kitchen', 'Fast wifi – 400 Mbps', 'Free parking on premises', 'Pets allowed', '65 inch HDTV with Amazon Prime Video, Disney+, HBO Max, Hulu, Netflix, premium cable', 'Free washer – In unit', 'Free dryer – In unit', 'Air conditioning', 'Exterior security cameras on property', 'Carbon monoxide alarm']",2.0,1.0
16721830,1-bedroom guesthouse just 12 min from Riverwalk.,,,,31.0,15.0,24.0,23.0,30.0,31.0,30.0,31.0,2.0,72,False,,,,,1.0,1.0
16721830,1-bedroom guesthouse just 12 min from Riverwalk.,3.0,10.0,21.0,31.0,25.0,25.0,31.0,30.0,31.0,15.0,11.0,0.0,36,False,,,,,1.0,1.0
16739748,"Casa de Park Ave, Est. 1900 - Apt# 1",,,,,2.0,3.0,0.0,30.0,31.0,10.0,0.0,2.0,66,False,29.44452,-98.48953,True,"['City skyline view', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'TV with standard cable', 'Free washer – In building', 'Free dryer – In building', 'Window AC unit', 'Exterior security cameras on property']",1.0,1.0
16739748,"Casa de Park Ave, Est. 1900 - Apt# 1",7.0,8.0,15.0,12.0,1.0,3.0,0.0,1.0,7.0,5.0,11.0,0.0,40,False,29.44452,-98.48953,True,"['City skyline view', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'TV with standard cable', 'Free washer – In building', 'Free dryer – In building', 'Window AC unit', 'Exterior security cameras on property']",1.0,1.0
16826115,Escape it all! Private pool/hot tub. Top location!,,,12.0,20.0,29.0,30.0,28.0,18.0,11.0,9.0,7.0,10.0,5,False,29.55221,-98.60812,True,"['Kitchen', 'Wifi', 'Free parking on premises', 'Private pool', 'Private hot tub', 'TV', 'Washer', 'Dryer', 'Air conditioning', 'Exterior security cameras on property']",3.0,2.0
16826115,Escape it all! Private pool/hot tub. Top location!,18.0,24.0,24.0,20.0,27.0,31.0,26.0,19.0,16.0,4.0,15.0,2.0,42,False,29.55221,-98.60812,True,"['Kitchen', 'Wifi', 'Free parking on premises', 'Private pool', 'Private hot tub', 'TV', 'Washer', 'Dryer', 'Air conditioning', 'Exterior security cameras on property']",3.0,2.0
16826877,Casita Buena,,,,,0.0,0.0,28.0,29.0,29.0,0.0,0.0,0.0,48,False,29.45473,-98.52239,True,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'TV', 'Washer', 'Dryer', 'Air conditioning', 'Carbon monoxide alarm', 'Smoke alarm']",1.0,1.0
